  [0x512ce0] __TEXT,__cstring: stopDevice
  [0x536a64] __TEXT,__os_log: AppleJPEGDriver: ** %s : mapMemoryDescriptor 0x%x
  [0x536aca] __TEXT,__os_log: AppleJPEGDriver: ** %s : bytesPerRow and width incompatible %d %d %d %d
  [0x536b13] __TEXT,__os_log: AppleJPEGDriver: ** %s : bytesPerRow and width incompatible %d %d, bytesPerElement %d, expected %d
  [0x536b77] __TEXT,__os_log: AppleJPEGDriver: ** %s : Dest Address is not 4 byte aligned
  [0x536bb4] __TEXT,__os_log: AppleJPEGDriver: ** %s : Dest Address is not 4096 byte aligned
  [0x536bf4] __TEXT,__os_log: AppleJPEGDriver: ** %s : Source address is not 32 byte aligned
  [0x536c34] __TEXT,__os_log: AppleJPEGDriver: ** %s : Source Address is not 32 byte aligned, jpegAddress=0x%llx, offset=%d
  [0x536cf9] __TEXT,__os_log: AppleJPEGDriver: ** %s : Source Address 0x%08llx is not 4 byte aligned
  [0x536d41] __TEXT,__os_log: AppleJPEGDriver: ** %s : Source Address 0x%08llx is not 4096 byte aligned
  [0x536d8c] __TEXT,__os_log: AppleJPEGDriver: ** %s : Destination Address 0x%08llx is not 32 byte aligned
  [0x536dda] __TEXT,__os_log: AppleJPEGDriver: ** %s : failed to mapping rst header start address
  [0x536e1f] __TEXT,__os_log: AppleJPEGDriver: **%s : dest lookup or lock failed %d %p
  [0x536e59] __TEXT,__os_log: AppleJPEGDriver: ** %s : can't get dest surface memory descriptor
  [0x536e9c] __TEXT,__os_log: AppleJPEGDriver: ** %s : destMemoryDesc prepare failed
  [0x536ed4] __TEXT,__os_log: AppleJPEGDriver: ** %s: destinanationSurface failed to prepare, return value 0x%x
  [0x536f27] __TEXT,__os_log: AppleJPEGDriver: ** %s : source lookup or lock failed %d %p
  [0x536f64] __TEXT,__os_log: AppleJPEGDriver: ** %s: sourceSurface failed to prepare, return value 0x%x
  [0x536fb0] __TEXT,__os_log: AppleJPEGDriver: ** %s : can't get source surface memory descriptor
  [0x536ff5] __TEXT,__os_log: AppleJPEGDriver: ** %s : sourceMemoryDesc prepare failed
  [0x53702f] __TEXT,__os_log: AppleJPEGDriver: ** %s : error 0x%x
  [0x537054] __TEXT,__os_log: AppleJPEGDriver: %p %p %p %x
  [0x537072] __TEXT,__os_log: AppleJPEGDriver: ** %s :  inputJPEGStruct %p, outputJPEGStruct %p
  [0x5370b5] __TEXT,__os_log: AppleJPEGDriver: ** AppleJPEGDriver[%p]::startDecoder :  inputJPEGStruct %p, outputJPEGStruct %p
  [0x537117] __TEXT,__os_log: AppleJPEGDriver: ** %s: newHeaderSize %u exceeds MARKERRAM_MEM_SIZE %u, rejecting
  [0x53716a] __TEXT,__os_log: AppleJPEGDriver: ** %s: newHeaderSize %u is not a multiple of 12 bytes, rejecting
  [0x5371bd] __TEXT,__os_log: AppleJPEGDriver: ** %s: elementCount %u exceeds partialDecodeFakeHeader capacity %zu, rejecting
  [0x53721e] __TEXT,__os_log: AppleJPEGDriver: ** %s : failed, returns %x
  [0x53728f] __TEXT,__os_log: AppleJPEGDriver: ** %s : unsupported encoding quality %d detcted, quality limit is %d
  [0x5373b0] __TEXT,__os_log: AppleJPEGDriver: ** %s : i/o sizes are illegal (inputSize %d, req->outputSize %d)! or Horz (%d) and Vert (%d) Resolutions are not set
  [0x53774c] __TEXT,__os_log: AppleJPEGDriver: ** ERROR: did not find request 0x%p in the queue, result is 0x%p
  [0x53779f] __TEXT,__os_log: AppleJPEGDriver: %s, executeOperation failed with 0x%x
  [0x5377d7] __TEXT,__os_log: AppleJPEGDriver: %s : Error! NULL JPEG request, returnFromInterrupt = %d
  [0x537821] __TEXT,__os_log: AppleJPEGDriver: * %s : interrupt after error detected!
  [0x53785a] __TEXT,__os_log: AppleJPEGDriver: ** %s :  Error sending async result 0x%x
  [0x537895] __TEXT,__os_log: AppleJPEGDriver: %s [%p] : Failed to get user client  pUserClient=%p, or client already gone
  [0x5378f3] __TEXT,__os_log: AppleJPEGDriver: %s(): TIMEOUT %dms
  [0x537918] __TEXT,__os_log: AppleJPEGDriver: %s(): unknown %dms - status: 0x%x
  [0x53794c] __TEXT,__os_log: AppleJPEGDriver: %s, ERROR: returned codec is %d not valid!!!!!!
  [0x53798e] __TEXT,__os_log: AppleJPEGDriver: * %s : failed to pass the request validation return 0x%x
  [0x5379d8] __TEXT,__os_log: AppleJPEGDriver: * %s : failed to pass the request setup return 0x%x
  [0x537a4a] __TEXT,__os_log: AppleJPEGDriver: %s: fail to read the hw-type from EDT, unrecognized char %d!
  [0x537a99] __TEXT,__os_log: AppleJPEGDriver: %s: JPEG not found in EDT!
  [0x537ac6] __TEXT,__os_log: AppleJPEGDriver: %s: fail to read hw-type from EDT!
  [0x537afb] __TEXT,__os_log: AppleJPEGDriver: ** %s : [%d] mode %d, w*h [%d * %d], input format %c%c%c%c , output format %c%c%c%c
  [0x537b61] __TEXT,__os_log: AppleJPEGDriver: ** %s : [%d] plane count %d, stride %d, plane stride [%d,%d], allocation size 0x%x
  [0x537bc6] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR: request is null!
  [0x537bf8] __TEXT,__os_log: AppleJPEGDriver: %s : log file is %s
  [0x537c1e] __TEXT,__os_log: AppleJPEGDriver: %s : vnode_open() returned %d
  [0x537c4e] __TEXT,__os_log: AppleJPEGDriver: %s : vn_rdwr() returned %d
  [0x537c7b] __TEXT,__os_log: AppleJPEGDriver: %s unknown subsampling mode %d
  [0x537cdd] __TEXT,__os_log: AppleJPEGDriver: %s : codec %d is not busy!!!
  [0x537d0c] __TEXT,__os_log: AppleJPEGDriver: ** %s: too many dart exceptions from malicious file in 1sec, total exception open %lld, close %lld
  [0x537d81] __TEXT,__os_log: AppleJPEGDriver: %s, ERROR: specified core doesn't exist on this platform
  [0x537dcc] __TEXT,__os_log: AppleJPEGDriver: %s: running on specified core: %d
  [0x537e00] __TEXT,__os_log: AppleJPEGDriver: %s, ERROR: specified core %d doesn't exist on this device
  [0x537e4c] __TEXT,__os_log: AppleJPEGDriver: - %s : running on core w/ least workload: %d
  [0x537e8b] __TEXT,__os_log: AppleJPEGDriver: * %s: unexpect format for analyzing %d.
  [0x537ec4] __TEXT,__os_log: AppleJPEGDriver: Setting up notifier for %s
  [0x537ef1] __TEXT,__os_log: AppleJPEGDriver: * %s: Failed to match the notifier
  [0x537f25] __TEXT,__os_log: AppleJPEGDriver: * %s: picture size error 0x%x
  [0x537f83] __TEXT,__os_log: AppleJPEGDriver: * %s: checkJpegFormat error 0x%x
  [0x537fb5] __TEXT,__os_log: AppleJPEGDriver: * %s: No Available CoreAnalyticsHub
  [0x537fea] __TEXT,__os_log: AppleJPEGDriver: ** %s base_addr: %llx  does not match any physical address.
  [0x538039] __TEXT,__os_log: AppleJPEGDriver: %s : error: mJPEGAXIRegisterDescriptor=%p
  [0x538075] __TEXT,__os_log: AppleJPEGDriver: %s : error: mJPEGAXIRegisterMemoryMap=%p
  [0x5380b0] __TEXT,__os_log: AppleJPEGDriver: %s: codec, desc=%p, map=%p
  [0x5380dd] __TEXT,__os_log: AppleJPEGDriver: %s: codec, vir=%p, phy=%p, length=%u
  [0x538114] __TEXT,__os_log: AppleJPEGDriver: %s: codec, tlimit [%p], tlimit_outstanding [%p]
  [0x538156] __TEXT,__os_log: AppleJPEGDriver: jpeg_huffman_set() - Invalid input
  [0x53818b] __TEXT,__os_log: AppleJPEGDriver: jpeg_qtbl_set() - Invalid input
  [0x5383ef] __TEXT,__os_log: AppleJPEGDriver: %s: codec, axi register=%p
  [0x5384c2] __TEXT,__os_log: AppleJPEGDriver: %s: codec, tlimit vir [%p], tlimit_outstanding vir [%p]
  [0x538b3b] __TEXT,__os_log: AppleJPEGDriver: %s: failed to create fuse descriptor at 0x%llx
  [0x538b7c] __TEXT,__os_log: AppleJPEGDriver: %s: failed to map fuse descriptor at 0x%llx
  [0x538bba] __TEXT,__os_log: AppleJPEGDriver: %s: pre-silicon platform (PV_RUNTIME_ENV=0x%x, JPEG_PRESENT=0x%x), fastsim=%d
  [0x538c1a] __TEXT,__os_log: AppleJPEGDriver: %s: Client active, cannot switch port
  [0x538f91] __TEXT,__os_log: AppleJPEGDriver: %s(): NULL power provider!
  [0x538fbe] __TEXT,__os_log: AppleJPEGDriver: ** %s[%p] : codecNumber %d, parent %p, provider %p, power %p
  [0x53900d] __TEXT,__os_log: AppleJPEGDriver: ** %s[%p] : die-id = %u
  [0x539037] __TEXT,__os_log: AppleJPEGDriver: ** %s[%p] : perf state handler %p
  [0x53906a] __TEXT,__os_log: AppleJPEGDriver: %s(): Device Memory Count is 0!
  [0x53909c] __TEXT,__os_log: AppleJPEGDriver: %s(): NULL JPEG register memory map!
  [0x5390d3] __TEXT,__os_log: AppleJPEGDriver: ** %s[%p] : JPEG HCLK Frequency %llu MHz, wrapper Frequency %llu Mhz
  [0x53912a] __TEXT,__os_log: AppleJPEGDriver: %s : codec %d, RegisterMemoryMap %p, Device Memory Count = %u
  [0x53917a] __TEXT,__os_log: AppleJPEGDriver: %s : codec %d base %p phy_add %p length %u, freq %lluMHz
  [0x5391c5] __TEXT,__os_log: AppleJPEGDriver: ** AppleJPEGHal detects non-defined type 0x%x
  [0x539205] __TEXT,__os_log: AppleJPEGDriver: %s : fail to alloc AppleJPEGWrapperControl
  [0x539242] __TEXT,__os_log: AppleJPEGDriver: %s : fail to alloc mPlatformFunc
  [0x539275] __TEXT,__os_log: AppleJPEGDriver: %s : fail to init mPlatformFunc
  [0x5392a7] __TEXT,__os_log: AppleJPEGDriver: %s : fail to set mPlatformFunc axi offset
  [0x5392e3] __TEXT,__os_log: AppleJPEGDriver: %s : createInterruptEventSource failed!
  [0x53931d] __TEXT,__os_log: AppleJPEGDriver: %s:[%d] Error: Still has pending transaction. May have issue when reset.
  [0x539378] __TEXT,__os_log: AppleJPEGDriver: * %s mPendingSetup is NULL - ignoring interrupt
  [0x5393b9] __TEXT,__os_log: AppleJPEGDriver: * %s expecting event source: %p, got: %p
  [0x5393f3] __TEXT,__os_log: AppleJPEGDriver: %s:[%d] std_done %x, dma done %x error=0x%x, pendingRequst=%p
  [0x53947d] __TEXT,__os_log: AppleJPEGDriver: %s : handle the unwanted JPEG interrupts
  [0x5394b8] __TEXT,__os_log: AppleJPEGDriver: %s : mIsActive=%d,  mIsInterruptEventSourceEnabled=%d
  [0x539500] __TEXT,__os_log: AppleJPEGDriver: * %s : Could not get the interrupt source.
  [0x53953d] __TEXT,__os_log: AppleJPEGDriver: * %s : Could not add the interrupt source.
  [0x53957a] __TEXT,__os_log: AppleJPEGDriver: %s : Error Request Info
  [0x5395a4] __TEXT,__os_log: AppleJPEGDriver: %s : Codec %d, Task ID %u Async %d
  [0x5395d8] __TEXT,__os_log: AppleJPEGDriver: %s : Dimension Info: %d x %d
  [0x539606] __TEXT,__os_log: AppleJPEGDriver: %s : image_mode %d, submode %d
  [0x539636] __TEXT,__os_log: AppleJPEGDriver: %s: encode tiled mode: %d, quality: %d, restart: %d
  [0x53967b] __TEXT,__os_log: AppleJPEGDriver: %s: decode v2c:%d, cropping %d, scaling %d
  [0x5396b7] __TEXT,__os_log: AppleJPEGDriver: %s : codec=%d, Hardware Timeout error triggered
  [0x5396f9] __TEXT,__os_log: AppleJPEGDriver: %s: codec=%d, buffer overflow on read dma error triggered
  [0x539745] __TEXT,__os_log: AppleJPEGDriver: %s: codec=%d, buffer overflow on write dma error triggered
  [0x539792] __TEXT,__os_log: AppleJPEGDriver: %s: codec=%d, buffer overflow from codec IP error triggered
  [0x5397e0] __TEXT,__os_log: AppleJPEGDriver: %s: codec=%d, AXI bus error triggered
  [0x539818] __TEXT,__os_log: AppleJPEGDriver: %s : codec=%d, BitStream Corruption type [ %d ] was detected during body decoding
  [0x53987c] __TEXT,__os_log: AppleJPEGDriver: %s : codec=%d, Compressed jpeg size %d > output buffer size, input [%dw x% dh], encoding quality setting %u
  [0x5398fa] __TEXT,__os_log: AppleJPEGDriver: %s : Software Reset of codec %d Failed
  [0x539933] __TEXT,__os_log: AppleJPEGDriver: ** %s : why is the assigned codec %d for req %p, this codec %d !!!!!!
  [0x53998b] __TEXT,__os_log: AppleJPEGDriver: %s(): Error! function-set_perf_state_floor failed to set perf to %d! (result = %d)
  [0x539a55] __TEXT,__os_log: AppleJPEGDriver: %s(): Error! enablePsdService(en = %u, ltr = %u, dieId = %u) returned %d
  [0x539ab0] __TEXT,__os_log: AppleJPEGDriver: %s(): Error! enableDeviceClock(en = %u, idx = %u) returned %d
  [0x539b00] __TEXT,__os_log: AppleJPEGDriver: ** %s : codec %d is version 0x%x
  [0x539b33] __TEXT,__os_log: AppleJPEGDriver: * %s : codec %d failed in decoderHWSetup return 0x%x
  [0x539bbf] __TEXT,__os_log: AppleJPEGDriver: %s(): Device has only 1 clock index in the EDT (type = 0x%x, hardware version = 0x%x)
  [0x539d9d] __TEXT,__os_log: AppleJPEGDriver: FATAL ERROR: Check setup : Decode cannot handle any IMG_RGB101010_1P
  [0x539df4] __TEXT,__os_log: AppleJPEGDriver: FATAL ERROR: Check setup : Decode cannot handle any IMG_YUV10_444_1P
  [0x53a6ca] __TEXT,__os_log: AppleJPEGDriver: %s: ERROR: Width larger than stride, P0: %x > %x
  [0x53a940] __TEXT,__os_log: AppleJPEGDriver: ** %s : codec index %d is larger than maximum allowed value %d
  [0x53a990] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, mapper is NULL, code %d
  [0x53a9c8] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, mCommandPool[%d] is NULL
  [0x53aa01] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, mMapper kIODARTIOMDCacheSizeKey fail with code %d
  [0x53aa53] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, mMapper kIODARTIOMDCacheTTLKey fail with code %d
  [0x53aaa4] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, mMapper IODARTErrorHandler fail with code %d
  [0x53ab2a] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, address is NULL
  [0x53ab5a] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, command is NULL
  [0x53ab8a] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, setMemoryDesc failed with code 0x%x
  [0x53abcf] __TEXT,__os_log: AppleJPEGDriver: ** %s : ERROR, dart fail to gen segments with error code 0x%x
  [0x53adf4] __TEXT,__os_log: AppleJPEGDriver: * %s: WARNING: not all codecs are registerated for this power unit
  [0x53ae48] __TEXT,__os_log: AppleJPEGDriver: * %s: no codec registerated for this power unit
  [0x53ca8e] __TEXT,__os_log: AppleJPEGDriver: ** %s wrong codec number %d
  [0x53d6b4] __TEXT,__os_log: AppleJPEGDriver: * %s Driver is not supporting RGB 565 anymore!
  [0x53d855] __TEXT,__os_log: AppleJPEGDriver: %s : SW Reset failed (1) at line %d, failed value 0x%x
  [0x53d89e] __TEXT,__os_log: AppleJPEGDriver: %s : SW Reset failed (2) at line %d, failed values 0x%x
  [0x53d8e8] __TEXT,__os_log: AppleJPEGDriver: %s : ajpeg_drv_set_encode() failed, bailing ! ! !
  [0x53d92c] __TEXT,__os_log: AppleJPEGDriver: %s : mHal unexpectedly NULL
  [0x53dac6] __TEXT,__os_log: AppleJPEGDriver: %s: unknown bit depth %d
  [0x53daf0] __TEXT,__os_log: AppleJPEGDriver: %s : Input IOSurface illegal dimensions (Width %d x Height %d), specified dimensions (Width %d x Height %d), bailing ! ! !
  [0x53db7d] __TEXT,__os_log: AppleJPEGDriver: ** %s : xOffset %u / yOffset %u / pixelsX %u / pixelsY %u out of range
  [0x53dbd6] __TEXT,__os_log: AppleJPEGDriver: * %s : xOffset = %d, yOffset = %d, pixelsX=%d, pixelsY=%d, stride=%d, height=%d, failure %d
  [0x53dc44] __TEXT,__os_log: AppleJPEGDriver: ** %s : dim out of range pixelsX=%u pixelsY=%u decW=%u decH=%u cropW=%u cropH=%u cropOffX=%u cropOffY=%u
  [0x53dcbf] __TEXT,__os_log: AppleJPEGDriver: ** %s: crop offset out of bounds: offsetX %u * MCUWidth %u = %u > pixelsX %u, offsetY %u * MCUHeight %u = %u > pixelsY %u
  [0x53dd4b] __TEXT,__os_log: AppleJPEGDriver: AppleJPEGDriver::startDecoderGated(), x/y scale is not supported %d : %d, width: [%d]/[%d], height [%d]/[%d]
  [0x53ddca] __TEXT,__os_log: AppleJPEGDriver: ** %s : input/output size too small. Bailing out. input jpeg file size %d, output buffer size %d,
  [0x53de3e] __TEXT,__os_log: AppleJPEGDriver: ** %s : pixelX %d, pixelY %d, decodeWidth %d, decodeHeight %d, xOffset %d, yOffset %d
  [0x53dea6] __TEXT,__os_log: AppleJPEGDriver: %s : Input JPEG stream size %llu less than miniumum of %u bytes, bailing
  [0x53df02] __TEXT,__os_log: AppleJPEGDriver: * %s : xOffset = %d, yOffset = %d, hdr_width=%d, hdr_height=%d, stride=%d, height=%d, failure %d
  [0x53df75] __TEXT,__os_log: AppleJPEGDriver: %s : dest surface [%d] bad luma plane size. Plane Size : %d, Min Plane Size : %llu; Plane Width : %d, Height : %d;  Min Plane Width : %d, Height : %d
  [0x53e01d] __TEXT,__os_log: AppleJPEGDriver: %s: unknown pixeformat 0x%x (%c%c%c%c)
  [0x53e055] __TEXT,__os_log: AppleJPEGDriver: ** %s: startOfRawBitStream %u >= sourceSurface allocSize %llu, rejecting
  [0x4a0d420] __DATA,__data: com.apple.driver.AppleJPEGDriver
  [0x4a0d858] __DATA,__data: -.:=>GIJLMN\]^fghilmnw{|}~
  [0x4a0d938] __DATA,__data: *+,-.789:;<=>FGHIJKLMNWXYZ[\]^efghijklmnvwxyz{|}~
  [0x4a0e15c] __DATA,__data: %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz
  [0x4a0e22d] __DATA,__data: &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz

########################################################################
IMAGE 094: com.apple.driver.AppleLMBacklight
########################################################################
FILESET_INDEX: 94
FILE_OFFSET: 0x541f90
VMADDR: 0xfffffe0007545f90
UUID: B033F9AA-F760-3CBA-A6EC-6B4C9B96093B
CFBundleName: AppleLMBacklight
CFBundleExecutable: AppleLMBacklight
CFBundleVersion: 1
CFBundleShortVersionString: 1.0
OSBundleUUID: {'__bytes_hex__': 'b033f9aaf7603cbaa6ec6b4c9b96093b'}
OSBundleRequired: Root
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A417
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleLMBacklight.kext
_PrelinkExecutableSize: 2799
OSBundleLibraries: {"com.apple.driver.AppleARMPlatform": "1.0.0", "com.apple.kpi.bsd": "8.0", "com.apple.kpi.iokit": "8.0", "com.apple.kpi.libkern": "8.0", "com.apple.kpi.mach": "8.0", "com.apple.kpi.private": "8.0", "com.apple.kpi.unsupported": "8.0"}

SECTIONS:
  __TEXT,__const addr=0xfffffe00075465b8 size=0x10 fileoff=0x5425b8 flags=0x0
  __TEXT,__cstring addr=0xfffffe00075465c8 size=0x4b7 fileoff=0x5425c8 flags=0x2
  __TEXT_EXEC,__text addr=0xfffffe000909c070 size=0x2b74 fileoff=0x2098070 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe000909ebe4 size=0x120 fileoff=0x209abe4 flags=0x80000408
  __DATA,__data addr=0xfffffe000ba14668 size=0xc8 fileoff=0x4a10668 flags=0x0
  __DATA,__common addr=0xfffffe000ba14730 size=0x100 fileoff=0x0 flags=0x1
  __DATA_CONST,__mod_init_func addr=0xfffffe00080ee4b8 size=0x10 fileoff=0x10ea4b8 flags=0x9
  __DATA_CONST,__mod_term_func addr=0xfffffe00080ee4c8 size=0x10 fileoff=0x10ea4c8 flags=0xa
  __DATA_CONST,__const addr=0xfffffe00080ee4d8 size=0x10c0 fileoff=0x10ea4d8 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe00080ef598 size=0x180 fileoff=0x10eb598 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe00080ef718 size=0x90 fileoff=0x10eb718 flags=0x6
  __DATA_CONST,__got addr=0xfffffe00080ef7a8 size=0x40 fileoff=0x10eb7a8 flags=0x6

READABLE_STRINGS:
  [0x5425c8] __TEXT,__cstring: AppleLMBacklight
  [0x5425d9] __TEXT,__cstring: site.AppleLMBacklight
  [0x5425ef] __TEXT,__cstring: 121111121222121211122
  [0x542605] __TEXT,__cstring: backlight-logging
  [0x542617] __TEXT,__cstring: islp8559
  [0x542620] __TEXT,__cstring: compatible
  [0x54262b] __TEXT,__cstring: backlight,lm3539
  [0x54263c] __TEXT,__cstring: %s::%s: LM3539
  [0x54264d] __TEXT,__cstring: start
  [0x542653] __TEXT,__cstring: strobeSupported
  [0x542663] __TEXT,__cstring: backlight,lm36923
  [0x542675] __TEXT,__cstring: %s::%s: LM36923
  [0x542687] __TEXT,__cstring: %s::%s: could not communicate with controller - tearing down driver
  [0x5426cd] __TEXT,__cstring: %s::%s: IVFM configuration register set to 0x%x
  [0x5426ff] __TEXT,__cstring: strobeTimeoutOverride
  [0x542715] __TEXT,__cstring: %s::%s: strobe timeout value override to %d/1000 (code 0x%x)
  [0x542753] __TEXT,__cstring: strobe-disable-inhibit-function
  [0x542773] __TEXT,__cstring: %s::%s: strobe - disable INHIBIT Function
  [0x54279e] __TEXT,__cstring: strobeGainOverride
  [0x5427b1] __TEXT,__cstring: %s::%s: strobe gain value override to %d/1000  (code 0x%x)
  [0x5427ed] __TEXT,__cstring: %s::%s: strobe gain register set to code 0x%x
  [0x54281d] __TEXT,__cstring: ssen_on
  [0x542825] __TEXT,__cstring: %s::%s
  [0x542833] __TEXT,__cstring: Dump registers:
  [0x542845] __TEXT,__cstring: 0x%x: 0x%x
  [0x542852] __TEXT,__cstring: %s::%s: %s
  [0x54285f] __TEXT,__cstring: backlightEnable
  [0x54286f] __TEXT,__cstring: enable
  [0x542876] __TEXT,__cstring: disable
  [0x54287e] __TEXT,__cstring: %s::%s: setting of register failed (%s)
  [0x5428a8] __TEXT,__cstring: %s::%s: backlightUpdate level = %d
  [0x5428cc] __TEXT,__cstring: backlightUpdate
  [0x5428dc] __TEXT,__cstring: %s::%s: _islm3539 unsupported for backlightUpdate
  [0x54290f] __TEXT,__cstring: AppleLMBacklightFunctionEnable
  [0x54292e] __TEXT,__cstring: site.AppleLMBacklightFunctionEnable
  [0x542952] __TEXT,__cstring: 121111
  [0x542959] __TEXT,__cstring: AppleLMBacklightFunctionUpdate
  [0x542978] __TEXT,__cstring: site.AppleLMBacklightFunctionUpdate
  [0x54299c] __TEXT,__cstring: AppleSPMIBacklight
  [0x5429af] __TEXT,__cstring: site.AppleSPMIBacklight
  [0x5429c7] __TEXT,__cstring: 121111121222121211
  [0x5429da] __TEXT,__cstring: %s: provider is null
  [0x5429f1] __TEXT,__cstring: AppleSPMIBacklightEnableFunction
  [0x542a12] __TEXT,__cstring: site.AppleSPMIBacklightEnableFunction
  [0x542a38] __TEXT,__cstring: AppleSPMIBacklightUpdateFunction
  [0x542a59] __TEXT,__cstring: site.AppleSPMIBacklightUpdateFunction
  [0x4a10678] __DATA,__data: com.apple.AppleLMBacklight

########################################################################
IMAGE 095: com.apple.driver.AppleLockdownMode
########################################################################
FILESET_INDEX: 95
