  [0xd10102] __TEXT,__const: accessorysensormgrd
  [0xd4ee2a] __TEXT,__const: speechmodeltrainingd
  [0xd4eed2] __TEXT,__const: SPIHelper-iOS
  [0xd4ef62] __TEXT,__const: spindump
  [0xd4ef72] __TEXT,__const: Q/usr/local/bin/ddt
  [0xd4ef92] __TEXT,__const: k/usr/appleinternal/libexec/spindump_internal
  [0xd4efca] __TEXT,__const: _/usr/libexec/spindump_fileparser
  [0xd4eff2] __TEXT,__const: I/usr/sbin/
  [0xd4f007] __TEXT,__const: Gspindump
  [0xd4f0b2] __TEXT,__const: Zvfs.generic.ctlbyfsid.65546
  [0xd4f0f2] __TEXT,__const: splashboardd
  [0xd4f102] __TEXT,__const: I/hop_85704
  [0xd4f26a] __TEXT,__const: I/hop_85656
  [0xd4f28e] __TEXT,__const: PMaps.xpc.MediaAPI
  [0xd4f2a4] __TEXT,__const: Suickeyboard-rti-host
  [0xd4f2bd] __TEXT,__const: Ysearchd.SpotlightResources
  [0xd4f2dc] __TEXT,__const: gproactive.contextualengine.spotlight.xpc
  [0xd4f309] __TEXT,__const: Hinternal.
  [0xd4f314] __TEXT,__const: Sxctestinternalangel.
  [0xd4f32a] __TEXT,__const: Gbosporus
  [0xd4f337] __TEXT,__const: Gsessions
  [0xd4f344] __TEXT,__const: fSpotlightAutomationTester.query-service
  [0xd4f376] __TEXT,__const: aspeech.corespeechd.attsiri.service
  [0xd4f3a5] __TEXT,__const: Pvisualcontext.xpc
  [0xd4f3bb] __TEXT,__const: Rassetcacheinspector
  [0xd4f3e6] __TEXT,__const: Quikit.viewservice.
  [0xd4f3fb] __TEXT,__const: Fmuranod
  [0xd4f407] __TEXT,__const: Jhmidevicesd
  [0xd4f433] __TEXT,__const: Wassistivetouchd.drag.xpc
  [0xd4f450] __TEXT,__const: ZCardBoard.KeyboardExtension
  [0xd4f470] __TEXT,__const: Zinputanalytics.testAppRelay
  [0xd4f496] __TEXT,__const: emedia.mediaplaybackd.visualcontext.xpc
  [0xd4f4c1] __TEXT,__const: fservices.lsbestappsuggestionmanager.xpc
  [0xd4f4f2] __TEXT,__const: vcom.apple.assistant.contextprovider.com.apple.Spotlight
  [0xd4f5da] __TEXT,__const: spotlightknowledged
  [0xd4f5fe] __TEXT,__const: Wcascade.donationrequest.
  [0xd4f61c] __TEXT,__const: Jearchd.test
  [0xd4f62c] __TEXT,__const: Wpotlight.IndexAgent.test
  [0xd4f649] __TEXT,__const: Guggestd.
  [0xd4f653] __TEXT,__const: Rspotlightknowledged
  [0xd4f68a] __TEXT,__const: icom.apple.generativesearch.server.indexing
  [0xd4f6c2] __TEXT,__const: zcom.apple.TextUnderstanding.DocumentUnderstandingHarvesting
  [0xd4f78a] __TEXT,__const: spotlightknowledged.updater
  [0xd4f7aa] __TEXT,__const: acom.apple.cascade.donationrequest.
  [0xd4f7ce] __TEXT,__const: VMail.ImportedAttachment
  [0xd4f7ea] __TEXT,__const: bGenerativeLearningPlatform.TestItem
  [0xd4f812] __TEXT,__const: GFitness.
  [0xd4f81c] __TEXT,__const: FWorkout
  [0xd4f828] __TEXT,__const: LActivityRings
  [0xd4f83a] __TEXT,__const: MMindfulSession
  [0xd4f84d] __TEXT,__const: FHealth.
  [0xd4f856] __TEXT,__const: IStatistics
  [0xd4f868] __TEXT,__const: LategorySample
  [0xd4f87a] __TEXT,__const: Llassification
  [0xd4f88c] __TEXT,__const: Mharacteristics
  [0xd4f8a2] __TEXT,__const: Riri.Transcript.Turn
  [0xd4f8ba] __TEXT,__const: PensedUserContext.
  [0xd4f8fb] __TEXT,__const: Wpp.Intents.IndexedEntity
  [0xd4f918] __TEXT,__const: Hrchetype.
  [0xd4f923] __TEXT,__const: KAutofillFact
  [0xd4f934] __TEXT,__const: UExtracted.Observations
  [0xd4f94f] __TEXT,__const: WWritingAssistantProfiles
  [0xd4fa0a] __TEXT,__const: SpringBoard
  [0xd4fa52] __TEXT,__const: LEXDisplayPipe
  [0xd4fa7a] __TEXT,__const: QPTLimitRefreshRate
  [0xd4fa9a] __TEXT,__const: Y/com.apple.assistantisland
  [0xd4faca] __TEXT,__const: [UIAXFloatingUIKeyboardCenter
  [0xd4faf1] __TEXT,__const: Xrpetrich.rocketbootstrapd
  [0xd4fb16] __TEXT,__const: ^internal.FloatingLogHUD.service
  [0xd4fb3d] __TEXT,__const: Hhid.Bongo
  [0xd4fb4b] __TEXT,__const: WDriverKitExtensionServer
  [0xd4fb68] __TEXT,__const: ]CarPlayApp.user-alerts-service
  [0xd4fb8e] __TEXT,__const: Gogetherd
  [0xd4fb9b] __TEXT,__const: Xips.TipsSwift.viewservice
  [0xd4fbbc] __TEXT,__const: Gatchdogd
  [0xd4fbc9] __TEXT,__const: Xeather.widget.viewservice
  [0xd4fbea] __TEXT,__const: Mtracecartd.xpc
  [0xd4fbfd] __TEXT,__const: Ouet.expertcenter
  [0xd4fc12] __TEXT,__const: hAssetViewer.ASVAssetThumbnail.viewservice
  [0xd4fc43] __TEXT,__const: Oindmylocaldevice
  [0xd4fc7a] __TEXT,__const: Jti-autofill
  [0xd4fc96] __TEXT,__const: Uplaykit.sharingsession
  [0xd4fcb1] __TEXT,__const: L.notification
  [0xd4fcc6] __TEXT,__const: Rpg.TeaBoard.service
  [0xd4fcea] __TEXT,__const: Qservices.keepalive
  [0xd4fd07] __TEXT,__const: MoutHUD.service
  [0xd4fd1a] __TEXT,__const: kflowKit.BackgroundShortcutRunner.viewservice
  [0xd4fd4b] __TEXT,__const: xLinkPresentation.LinkSnapshotGeneratorService.viewservice
  [0xd4fd8c] __TEXT,__const: NodeEntityScorer
  [0xd4fda0] __TEXT,__const: WRMediaSuggestionsService
  [0xd4fdbd] __TEXT,__const: `aps.GeneralMapsWidget.viewservice
  [0xd4fde8] __TEXT,__const: Kconvenienced
  [0xd4fdfd] __TEXT,__const: `d.sensorium.publisherRegistration
  [0xd4fe23] __TEXT,__const: Htrickitd.
  [0xd4fe2e] __TEXT,__const: Fcatseye
  [0xd4fe3a] __TEXT,__const: Mbioconvenience
  [0xd4fe50] __TEXT,__const: Sotifications.logging
  [0xd4fe69] __TEXT,__const: Vfcd.wallet.presentation
  [0xd4fe88] __TEXT,__const: Tws.widget.viewservice
  [0xd4fea2] __TEXT,__const: \arbysharing.private.discovery
  [0xd4fec9] __TEXT,__const: MiriHUD.service
  [0xd4fedc] __TEXT,__const: NILManager.Debug
  [0xd4fef0] __TEXT,__const: \creenSharingViewServiceHelper
  [0xd4ff12] __TEXT,__const: thortcutsActions.ShortcutsTopHitsExtension.viewservice
  [0xd4ff51] __TEXT,__const: Wikit.eyedropperd.service
  [0xd4ff6e] __TEXT,__const: Nsernotification
  [0xd4ff7f] __TEXT,__const: Rlistvendor.listener
  [0xd4ff9a] __TEXT,__const: `server.DefaultDataProviderFactory
  [0xd4ffc3] __TEXT,__const: Hdelegate.
  [0xd4ffcf] __TEXT,__const: Sintelligence-service
  [0xd4ffe8] __TEXT,__const: Vevent-service.launching
  [0xd50004] __TEXT,__const: Rsubscriber-service.
  [0xd50019] __TEXT,__const: Hlaunching
  [0xd50027] __TEXT,__const: Lnon-launching
  [0xd5003c] __TEXT,__const: kobilecal.CalendarWidgetExtension.viewservice
  [0xd50070] __TEXT,__const: Prchantd.internals
  [0xd50086] __TEXT,__const: _diaexperience.avvolumeclient.xpc
  [0xd500b0] __TEXT,__const: Fxda.sad
  [0xd500bc] __TEXT,__const: aCloudQuota.ICQFollowup.viewservice
  [0xd500e3] __TEXT,__const: bst.AppleConnect.App-SSO.viewservice
  [0xd50113] __TEXT,__const: Lui.frontboard
  [0xd50125] __TEXT,__const: Oservice.autofill
  [0xd5013e] __TEXT,__const: ]nts.intents-helper.viewservice
  [0xd50168] __TEXT,__const: SPerfPowerHUD.service
  [0xd50181] __TEXT,__const: SSystemLogHUD.service
  [0xd5019a] __TEXT,__const: UFloatingLogHUD.service
  [0xd501c3] __TEXT,__const: MSuggestedPages
  [0xd501d6] __TEXT,__const: OtimeIntelligence
  [0xd501eb] __TEXT,__const: UDefaultWidgetSuggester
  [0xd50206] __TEXT,__const: UNotificationDigest.xpc
  [0xd50221] __TEXT,__const: ]hero.AppPrediction.predictions
  [0xd50244] __TEXT,__const: jUserEducationSuggestion.server-listener.xpc
  [0xd5027c] __TEXT,__const: Kaptivemusicd
  [0xd5028d] __TEXT,__const: Kpt.CorvidiaA
  [0xd5029b] __TEXT,__const: Lngel.sessions
  [0xd502c7] __TEXT,__const: Hssistant.
  [0xd502d2] __TEXT,__const: Qsva.system.service
  [0xd502e9] __TEXT,__const: Yannouncement_state.service
  [0xd50308] __TEXT,__const: [hearables-experience-manager
  [0xd50329] __TEXT,__const: irequest-dispatcher.gestures-bridge-service
  [0xd50361] __TEXT,__const: \totypeTools.prototypingserver
  [0xd50383] __TEXT,__const: SactiveSummarization.
  [0xd50399] __TEXT,__const: MfeedbackServer
  [0xd503ac] __TEXT,__const: Mserver.testing
  [0xd503c3] __TEXT,__const: bsonalizedSensingService.viewservice
  [0xd503eb] __TEXT,__const: rformanceTrace.ptpassivecollectiond.collectionconfig
  [0xd50428] __TEXT,__const: Wtocks.widget.viewservice
  [0xd50445] __TEXT,__const: Toftwareupdateservices
  [0xd5045c] __TEXT,__const: Gd.justin
  [0xd50469] __TEXT,__const: Lui.controller
  [0xd5047b] __TEXT,__const: Hhortcuts.
  [0xd50486] __TEXT,__const: Lmagic-service
  [0xd50498] __TEXT,__const: ZShortcutsWidget.viewservice
  [0xd504bb] __TEXT,__const: \stemassistant.session.service
  [0xd504dd] __TEXT,__const: ]napse.backlink-indicator-usage
  [0xd50506] __TEXT,__const: Nsession.service
  [0xd5051c] __TEXT,__const: OnDeviceAnalytics.SiriAttentionAndInvocationExtension.viewservice
  [0xd50564] __TEXT,__const: vbergmann.ColeControls.ColeControlsExtension.viewservice
  [0xd505a3] __TEXT,__const: Wmmandandcontrol.drag.xpc
  [0xd505c4] __TEXT,__const: Qduetd.batterysaver
  [0xd505e3] __TEXT,__const: Ivideoqueue
  [0xd50610] __TEXT,__const: dlculator.CalculatorWidget.viewservice
  [0xd5063a] __TEXT,__const: hmera.LauncherControlExtension.viewservice
  [0xd50676] __TEXT,__const: Funblock
  [0xd50682] __TEXT,__const: Trunningboard.watchdog
  [0xd506a2] __TEXT,__const: xcom.apple.assistant.contextprovider.com.apple.springboard
  [0xd506e2] __TEXT,__const: ecom.apple.runningboard.resource_notify
  [0xd50723] __TEXT,__const: Hposterctl
  [0xd50731] __TEXT,__const: Hrecaputil
  [0xd507fa] __TEXT,__const: Kkern.aotmode
  [0xd5085a] __TEXT,__const: springboardservicesrelay
  [0xd5090a] __TEXT,__const: srp-mdns-proxy
  [0xd50922] __TEXT,__const: ]com.apple.mDNSResponder_Helper
  [0xd509ca] __TEXT,__const: Wnet.inet6.ip6.forwarding
  [0xd509ea] __TEXT,__const: srsupporttool
  [0xd50aa2] __TEXT,__const: StandaloneHIDAudService
  [0xd50b52] __TEXT,__const: StatusKitAgent
  [0xd50b76] __TEXT,__const: Mnearbyscannerd
  [0xd50b89] __TEXT,__const: IStatusKit.
  [0xd50b95] __TEXT,__const: Vlocal.client-com.apple.
  [0xd50bbb] __TEXT,__const: Gcountryd
  [0xd50bf8] __TEXT,__const: Htatustool
  [0xd50c09] __TEXT,__const: Fapportd
  [0xd50c15] __TEXT,__const: Ieplicatord
  [0xd50c24] __TEXT,__const: HStatusKit
  [0xd50c3a] __TEXT,__const: YMultiDeviceTests.xctrunner
  [0xd50c64] __TEXT,__const: Fbattery
  [0xd50c70] __TEXT,__const: Jsystem-info
  [0xd50c80] __TEXT,__const: Gresence.
  [0xd50c96] __TEXT,__const: THomeKitResidentStatus
  [0xd50cd3] __TEXT,__const: kStatusKit.presence.wake-com.apple.statustool
  [0xd50d04] __TEXT,__const: Pclient-com.apple.
  [0xd50d45] __TEXT,__const: OMultiDeviceTests
  [0xd50ea2] __TEXT,__const: STExtractionService.privileged
  [0xd50eca] __TEXT,__const: ocom.apple.backgroundassets.managed.relay.service
  [0xd50faa] __TEXT,__const: stickersd
  [0xd5103a] __TEXT,__const: StocksKitService
  [0xd510e2] __TEXT,__const: storagedatad
  [0xd5119a] __TEXT,__const: storagekitd
  [0xd511aa] __TEXT,__const: [com.apple.storagekitfsrunner
  [0xd51262] __TEXT,__const: storagekitfsrunner
  [0xd5127a] __TEXT,__const: m/System/Library/Filesystems/apfs.fs/newfs_apfs
  [0xd5135a] __TEXT,__const: storebookkeeperd
  [0xd51402] __TEXT,__const: storekitd
  [0xd5141e] __TEXT,__const: Nstorekitservice
  [0xd51432] __TEXT,__const: UStoreKitUISceneService
  [0xd5145e] __TEXT,__const: XASOctaneSupportXPCService
  [0xd5147c] __TEXT,__const: |PrototypeMerchandisingUIApp.PrototypeMerchandisingUIExtension
  [0xd5155a] __TEXT,__const: Rcom.apple.atvcached
  [0xd515fa] __TEXT,__const: STSXPCHelper
  [0xd516b6] __TEXT,__const: Nguidedbrowsingd
  [0xd516f2] __TEXT,__const: Vcom.apple.ClassroomKit.
  [0xd5170b] __TEXT,__const: KBooksService
  [0xd517da] __TEXT,__const: stuseragent
  [0xd5187a] __TEXT,__const: subridged
  [0xd5188a] __TEXT,__const: rcom.apple.nanoregistry.termsacknowledgementregistry
  [0xd51972] __TEXT,__const: sucontrollerd
  [0xd51a1a] __TEXT,__const: SUCoreHelperService
  [0xd51ac2] __TEXT,__const: SUDaemonHelperService
  [0xd51af6] __TEXT,__const: Oreversetemplated
  [0xd51b0b] __TEXT,__const: Qsage.summarization
  [0xd51b22] __TEXT,__const: `usernotifications.settings-vendor
  [0xd51b4a] __TEXT,__const: |com.apple.eventMetaDataExtractor.eventMetaDataExtractorPlugin
  [0xd51c12] __TEXT,__const: swcagent
  [0xd51d52] __TEXT,__const: swiftuitraced
  [0xd51e82] __TEXT,__const: swtransparencyd
  [0xd51f2a] __TEXT,__const: symptomsd-diag
  [0xd51f42] __TEXT,__const: \com.apple.networkdiagnosticsd
  [0xd52002] __TEXT,__const: symptomsd-distributed
  [0xd520aa] __TEXT,__const: symptomsd-helper
  [0xd520c2] __TEXT,__const: ^com.apple.symptomsd.distributed
  [0xd5217a] __TEXT,__const: symptomsd
  [0xd5218a] __TEXT,__const: kcom.apple.computesafeguards.violationhandler
  [0xd521c2] __TEXT,__const: Wcom.apple.wifianalyticsd
  [0xd521e2] __TEXT,__const: Rcom.apple.NDFHelper
  [0xd52288] __TEXT,__const: Pinet.tcp.progress
  [0xd522a6] __TEXT,__const: Fmetrics
  [0xd522b2] __TEXT,__const: Gprogress
  [0xd522c2] __TEXT,__const: SyncAgent
  [0xd522d2] __TEXT,__const: ^com.apple.DeviceLink.SyncAgent.
  [0xd522f5] __TEXT,__const: G.Device.
  [0xd522ff] __TEXT,__const: NMainMessagePort
  [0xd52313] __TEXT,__const: QHandlerMessagePort
  [0xd52472] __TEXT,__const: sysdiagnosed
  [0xd5248e] __TEXT,__const: Qsysdiagnose_helper
  [0xd524a5] __TEXT,__const: ^TapToRadarKit.privilegedService
  [0xd52502] __TEXT,__const: Fckksctl
  [0xd52512] __TEXT,__const: Ialloccount
  [0xd52521] __TEXT,__const: Iclasscount
  [0xd52530] __TEXT,__const: Glibexec/
  [0xd5253c] __TEXT,__const: Hatcrtcomm
  [0xd5254a] __TEXT,__const: Hremotectl
  [0xd52558] __TEXT,__const: Njetsam_priority
  [0xd5256c] __TEXT,__const: Qcorebrightnessdiag
  [0xd52583] __TEXT,__const: Wtransparency-sysdiagnose
  [0xd525a3] __TEXT,__const: Gcsstatus
  [0xd525b0] __TEXT,__const: Umudiagnose/pmudiagnose
  [0xd525ce] __TEXT,__const: ImcDiagnose
  [0xd525dd] __TEXT,__const: Xwtransparency-sysdiagnose
  [0xd52608] __TEXT,__const: Qcurity-sysdiagnose
  [0xd52644] __TEXT,__const: Fkbdebug
  [0xd52650] __TEXT,__const: Fvm_stat
  [0xd5265c] __TEXT,__const: LIOAccelMemory
  [0xd5267c] __TEXT,__const: Ipmdiagnose
  [0xd5268e] __TEXT,__const: Faskinfo
  [0xd5269a] __TEXT,__const: Ibtdiagnose
  [0xd526ac] __TEXT,__const: Fodecctl
  [0xd526b8] __TEXT,__const: Hryptexctl
  [0xd526c6] __TEXT,__const: Isfdiagnose
  [0xd526dc] __TEXT,__const: Jcatalogdump
  [0xd526ec] __TEXT,__const: Jmanagerdump
  [0xd52721] __TEXT,__const: Gdiagnose
  [0xd52747] __TEXT,__const: Sppprotectiondiagnose
  [0xd5276d] __TEXT,__const: Kwift-inspect
  [0xd5277e] __TEXT,__const: Learchdiagnose
  [0xd527a6] __TEXT,__const: \ilesystems/apfs.fs/apfs_stats
  [0xd527c8] __TEXT,__const: Irameworks/
  [0xd527d4] __TEXT,__const: dAccounts.framework/Support/acdiagnose
  [0xd527fe] __TEXT,__const: hSensorKit.framework/Support/srsupporttool
  [0xd5282c] __TEXT,__const: vManagedSettings.framework/managedsettingsdiagnoticstool
  [0xd52868] __TEXT,__const: QPrivateFrameworks/
  [0xd5287c] __TEXT,__const: dRemoteManagement.framework/rmdinspect
  [0xd528a6] __TEXT,__const: kCoreSuggestions.framework/Tools/suggest_tool
  [0xd528d7] __TEXT,__const: mSharedWebCredentials.framework/Support/swcutil
  [0xd5290a] __TEXT,__const: tIOSurfaceAccelerator.framework/Resources/IOSADiagnose
  [0xd5294a] __TEXT,__const: ]/usr/local/bin/jetsam_priority
  [0xd52979] __TEXT,__const: Qappleinternal/bin/
  [0xd52998] __TEXT,__const: FACMTool
  [0xd529a4] __TEXT,__const: GCiderCLI
  [0xd529b1] __TEXT,__const: Nmediaremotetool
  [0xd529c5] __TEXT,__const: Opommes_status.sh
  [0xd529dd] __TEXT,__const: Juggest_tool
  [0xd52a07] __TEXT,__const: \libexec/hidrecorderd.internal
  [0xd52a4f] __TEXT,__const: Fgmstool
  [0xd52a5b] __TEXT,__const: GIOSDebug
  [0xd52a68] __TEXT,__const: Gbenchrun
  [0xd52a75] __TEXT,__const: HStateDump
  [0xd52a83] __TEXT,__const: Izeolitectl
  [0xd52a92] __TEXT,__const: KtestIOMFBGPO
  [0xd52aa3] __TEXT,__const: Losvariantutil
  [0xd52ab5] __TEXT,__const: Nexbright_tester
  [0xd52ac9] __TEXT,__const: OBacklightdTester
  [0xd52ade] __TEXT,__const: Rwifi_sysdiagnose.sh
  [0xd52b1f] __TEXT,__const: Lutil_internal
  [0xd52b73] __TEXT,__const: Hagpipectl
  [0xd52b84] __TEXT,__const: Ieystorectl
  [0xd52b93] __TEXT,__const: Rcsharingdiagnose.py
  [0xd52bb8] __TEXT,__const: Mediaremotetool
  [0xd52bcb] __TEXT,__const: Nodelcatalogtool
  [0xd52bf6] __TEXT,__const: Hreezerctl
  [0xd52c04] __TEXT,__const: Nindmydevicetool
  [0xd52c26] __TEXT,__const: Lrofile_access
  [0xd52c38] __TEXT,__const: Sowermetrics_internal
  [0xd52c68] __TEXT,__const: Gysconfig
  [0xd52c82] __TEXT,__const: Oarch_diagnose.sh
  [0xd52c9a] __TEXT,__const: Fgmonctl
  [0xd52ca6] __TEXT,__const: Orianalytics_tool
  [0xd52cd3] __TEXT,__const: Iontrolbits
  [0xd52cfe] __TEXT,__const: Jcontexttool
  [0xd52d0e] __TEXT,__const: Lknowledgetool
  [0xd52d23] __TEXT,__const: Fgx_util
  [0xd52d2f] __TEXT,__const: Frkitctl
  [0xd52d3b] __TEXT,__const: Fsclient
  [0xd52d47] __TEXT,__const: Gpsclient
  [0xd52d54] __TEXT,__const: MudioDeviceDump
  [0xd52d73] __TEXT,__const: Iounts_tool
  [0xd52d85] __TEXT,__const: Fdreport
  [0xd52d91] __TEXT,__const: Hrplayutil
  [0xd52dac] __TEXT,__const: Kalytics_tool
  [0xd52dd6] __TEXT,__const: Fenvsctl
  [0xd52dea] __TEXT,__const: U/usr/local/bin/CADebug
  [0xd52e11] __TEXT,__const: Ibin/zprint
  [0xd52e20] __TEXT,__const: Isbin/ioreg
  [0xd52e35] __TEXT,__const: Rusr/local/bin/recon
  [0xd52e4f] __TEXT,__const: AppleInternal/Library/Frameworks/Python.framework/Versions/3.9/bin/python3.9
  [0xd52f52] __TEXT,__const: SystemIntents
  [0xd52ff2] __TEXT,__const: systemstatusd
  [0xd53092] __TEXT,__const: tailspind
  [0xd530a2] __TEXT,__const: dcom.apple.tailspin.augmentationserver
  [0xd530d2] __TEXT,__const: P/usr/bin/tailspin
  [0xd5317a] __TEXT,__const: Uktrace.init_background
  [0xd531b2] __TEXT,__const: TailspinSymbolicationServer
  [0xd53252] __TEXT,__const: TelemetryDiskChecker
  [0xd53302] __TEXT,__const: TelephonyTransferService
  [0xd53470] __TEXT,__const: Snecp.drop_dest_level
  [0xd53489] __TEXT,__const: ilink.generic.system.companion_sndbuf_limit
  [0xd5353a] __TEXT,__const: textcomposerd
  [0xd535e2] __TEXT,__const: textcontextd
  [0xd535f2] __TEXT,__const: bcom.apple.Archetype.personalContext
  [0xd536ba] __TEXT,__const: textunderstandingd
  [0xd536d2] __TEXT,__const: dcom.apple.textunderstandingd.uihelper
  [0xd5379a] __TEXT,__const: thermalmonitord
  [0xd5392a] __TEXT,__const: gAppleARMPerformanceControllerDVDFactor1-
  [0xd5396c] __TEXT,__const: Gslowloop
  [0xd5398c] __TEXT,__const: G7001PMGR
  [0xd53999] __TEXT,__const: G8010PMGR
  [0xd539c2] __TEXT,__const: MCPUPowerTarget
  [0xd539da] __TEXT,__const: MAppleS8000CLPC
  [0xd53a5a] __TEXT,__const: UAppleDieTempController
  [0xd53a92] __TEXT,__const: FGPUMaxP
  [0xd53ab2] __TEXT,__const: PApplePreUVLOIndex
  [0xd53b4f] __TEXT,__const: Vpower-zone-metric-w2r-0
  [0xd53b87] __TEXT,__const: Qtherm-power-target
  [0xd53c0e] __TEXT,__const: Zcarousel.ecomodeshutdownxpc
  [0xd53c2e] __TEXT,__const: kthermalMonitor.displayMitigationsEnabledNote
  [0xd53cfa] __TEXT,__const: threadradiod
  [0xd53daa] __TEXT,__const: ThreeBarsXPCService
  [0xd53dc2] __TEXT,__const: gcom.apple.wifi.WiFiCloudAssetsXPCService
  [0xd53e72] __TEXT,__const: TilesService
  [0xd53f1a] __TEXT,__const: acom.apple.timed.accessory-timesync
  [0xd53fca] __TEXT,__const: ^kern.monotoniclock_offset_usecs
  [0xd5407a] __TEXT,__const: TodayFeedConfigDecoder
  [0xd5412a] __TEXT,__const: toolkitd
  [0xd541d2] __TEXT,__const: ToolMetadataService
  [0xd54332] __TEXT,__const: translationd
  [0xd543ea] __TEXT,__const: Zcom.apple.transparencyd.ids
  [0xd54582] __TEXT,__const: TrialArchivingService
  [0xd5459a] __TEXT,__const: icom.apple.ap.promotedcontent.trialbucketid
  [0xd5468a] __TEXT,__const: dcom.apple.trial.TrialArchivingService
  [0xd54741] __TEXT,__const: \interrupt_masked_threshold_mt
  [0xd54763] __TEXT,__const: dsched_preemption_disable_threshold_mt
  [0xd54790] __TEXT,__const: Pimeouts_are_fatal
  [0xd547a6] __TEXT,__const: Westing_experiment_factor
  [0xd547f7] __TEXT,__const: OtrustdFileHelper
  [0xd54892] __TEXT,__const: trustdFileHelper
  [0xd548aa] __TEXT,__const: TrustedPeersHelper
  [0xd54c2a] __TEXT,__const: uarpassetmanagerd
  [0xd54c42] __TEXT,__const: `com.apple.UARPAssetManagerService
  [0xd54d02] __TEXT,__const: UARPAssetManagerServiceiCloud
  [0xd54d22] __TEXT,__const: UARPAssetManagerServiceMobileAsset
  [0xd54e4a] __TEXT,__const: uarphidd
  [0xd54eea] __TEXT,__const: uarppersonalizationd
  [0xd54f02] __TEXT,__const: Mcom.apple.uarp
  [0xd54f12] __TEXT,__const: Npersonalization
  [0xd54f26] __TEXT,__const: J.btleserver
  [0xd54f36] __TEXT,__const: ^.asset.personalization.complete
  [0xd54fe2] __TEXT,__const: UARPUpdaterServiceAFU
  [0xd5508a] __TEXT,__const: UARPUpdaterServiceDFU
  [0xd55132] __TEXT,__const: UARPUpdaterServiceHID
  [0xd551da] __TEXT,__const: UARPUpdaterServiceLegacyAudio
  [0xd55292] __TEXT,__const: UARPUpdaterServiceUSBPD
  [0xd55332] __TEXT,__const: uia2unboxed
  [0xd55353] __TEXT,__const: Feventer
  [0xd5535f] __TEXT,__const: Lgestalt_query
  [0xd55371] __TEXT,__const: VcollectWiFiDebugInfo.sh
  [0xd554da] __TEXT,__const: UniversalControl
  [0xd5558c] __TEXT,__const: com.apple.ScreenTimeSettingsFoundation.ScreenTimeSettingsDeviceActivityMonitorExtension
  [0xd55682] __TEXT,__const: usbaudiod
  [0xd55692] __TEXT,__const: TAppleUSBHostFramework
  [0xd556a9] __TEXT,__const: KDeviceClient
  [0xd556ba] __TEXT,__const: NInterfaceClient
  [0xd55812] __TEXT,__const: usbctelemetryd
  [0xd558ba] __TEXT,__const: usbsmartcardreaderd
  [0xd55982] __TEXT,__const: USDLib_FormatLoader
  [0xd55a2a] __TEXT,__const: useractivityd
  [0xd55a46] __TEXT,__const: Osharing.handoff.
  [0xd55a58] __TEXT,__const: Gscanning
  [0xd55a65] __TEXT,__const: Jadvertising
  [0xd55a75] __TEXT,__const: ncoreservices.uauseractivitypasteboardclient.xpc
  [0xd55b32] __TEXT,__const: UserEventAgent
  [0xd55b61] __TEXT,__const: TFeatureLDCMUserClient
  [0xd55b82] __TEXT,__const: VAppleSMCWirelessCharger
