  [0x38cfa5] __TEXT,__cstring: component-index
  [0x3b1a2b] __TEXT,__os_log: %s: k(RePairing)SessionKeyExchangeSent unexpected length..
  [0x3b1a66] __TEXT,__os_log: %s: InitializeSequenceCounter response
  [0x3b1abb] __TEXT,__os_log: %s: kCMDInitializeSequenceCounter received an error response..
  [0x3b1afa] __TEXT,__os_log: %s: kCMDInitializeSequenceCounter called without a valid encrypted data..
  [0x3b1b44] __TEXT,__os_log: %s: kCMDInitializeSequenceCounter unexpected length..
  [0x3b1b7a] __TEXT,__os_log: %s: kCMDLockSensor
  [0x3b1bb1] __TEXT,__os_log: %s: kCMDLockLowerHalfKey
  [0x3b1bee] __TEXT,__os_log: %s: kEncryptedLockLowerHalfKeySent
  [0x3b1c35] __TEXT,__os_log: %s: kLockUpperHalfKeySent
  [0x3b1c73] __TEXT,__os_log: %s: kWriteUpperHalfKeySent
  [0x3b1cb2] __TEXT,__os_log: %s: kEncryptedWriteUpperHalfKeySent
  [0x3b1cfa] __TEXT,__os_log: %s: kUnpairUpperHalfKeySent
  [0x3b1d3a] __TEXT,__os_log: %s: kCalibrateAndUpdateNVMSent
  [0x3b1d7d] __TEXT,__os_log: %s: kCMDDHKeyExchange: received unexpected response, length of data = %zu
  [0x3b1dc7] __TEXT,__os_log: %s: Reprovision response
  [0x3b1de0] __TEXT,__os_log: %s: Reprovision ResponseCode: 0x%x
  [0x3b1e03] __TEXT,__os_log: %s: kCMDReprovisionSensor: received unexpected response, length of data = %zu
  [0x3b1e51] __TEXT,__os_log: %s: kStartCaptureSent
  [0x3b1e67] __TEXT,__os_log: %s: HVBOOST enabled
  [0x3b1e7b] __TEXT,__os_log: %s: Sensor switched succesfully to kIdle
  [0x3b1ea4] __TEXT,__os_log: %s: Finger off in pause mode but the sensor is not idle, force Idle
  [0x3b1ee8] __TEXT,__os_log: %s: Force Idle, Complete pending command
  [0x3b1f4d] __TEXT,__os_log: %s: Pause sent, finger on -> Complete pause capture command
  [0x3b1f89] __TEXT,__os_log: %s: Paused state, dropping image (%zu bytes)
  [0x3b1fb6] __TEXT,__os_log: %s: Sensor was previously in Finger ON state
  [0x3b1fe3] __TEXT,__os_log: %s: Switching from kCaptureFingerON to kIdle
  [0x3b2010] __TEXT,__os_log: %s: Sensor was previously in Finger OFF state
  [0x3b2052] __TEXT,__os_log: %s: Switching from kCaptureFingerOFF to kSensorIdle
  [0x3b2086] __TEXT,__os_log: %s: kFdetSent
  [0x3b20a8] __TEXT,__os_log: %s: Switching from kFdetFingerON to kIdle
  [0x3b20e6] __TEXT,__os_log: %s: Do nothing
  [0x3b2108] __TEXT,__os_log: %s: entry, fingerOn=%d, _fingerOnState=%d
  [0x3b2132] __TEXT,__os_log: %s: FingerON
  [0x3b213f] __TEXT,__os_log: %s: FingerOFF
  [0x3b220a] __TEXT,__os_log: %s: AppleMesa::handleCMD -- Encryted command 0x%x buffer too large.
  [0x3b22b1] __TEXT,__os_log: %s: GetStatus() hits an interrupt
  [0x3b23d2] __TEXT,__os_log: %s: entry: powerState=%d
  [0x3b23fe] __TEXT,__os_log: %s: entry: desiredPowerState=%d
  [0x3b245a] __TEXT,__os_log: %s: Nothing to do, skipping
  [0x3b24ee] __TEXT,__os_log: %s: Over current detected, power down sensor
  [0x3b2593] __TEXT,__os_log: %s: 1V8 on
  [0x3b25da] __TEXT,__os_log: %s: Waiting %dms
  [0x3b25eb] __TEXT,__os_log: %s: 3V %s
  [0x3b2642] __TEXT,__os_log: %s: 1V8 off
  [0x3b26d5] __TEXT,__os_log: %s:  - changing mode from %d to %d
  [0x3b29b2] __TEXT,__os_log: %s: entry, reason=%d
  [0x3b2a3d] __TEXT,__os_log: %s: calling runAction(LoadPatchGated)
  [0x3b2ab2] __TEXT,__os_log: %s: entry: inPatchOverride=%p
  [0x3b4845] __TEXT,__os_log: %s: CRC check: unexpected image length (%zu bytes)
  [0x3b4878] __TEXT,__os_log: %s: CRC check: unexpected length (%u bytes) for subarray %zu
  [0x3b48f1] __TEXT,__os_log: %s: Failed CRC check on subarray %zu. Calculated 0x%X - Expected 0x%X
  [0x3b494a] __TEXT,__os_log: %s: entry, capture=%p
  [0x3b4ac6] __TEXT,__os_log: %s: Failed to allocate %#llx bytes
  [0x3b4ae9] __TEXT,__os_log: %s: Initiating transfer with TX: %p %llx, RX: %p %llx
  [0x3b4db1] __TEXT,__os_log: %s: CRC: actual=0x%04x, expected=0x%04x - %s
  [0x3b4e01] __TEXT,__os_log: %s: Failed to get AppleMesa provider!
  [0x3b4e27] __TEXT,__os_log: %s: entry, type=%d
  [0x3b4e4d] __TEXT,__os_log: %s: entry: _cmd=0x%x, _refcon=%p, result=0x%x
  [0x3b4f38] __TEXT,__os_log: %s: Setup 16 bit mode
  [0x3b4f4e] __TEXT,__os_log: %s: Setup 8 bit mode
  [0x3b4f63] __TEXT,__os_log: %s: Sensor with patch loaded but in bootROM
  [0x3b4f8f] __TEXT,__os_log: %s: Unexpected reset (watchdog)
  [0x3b4faf] __TEXT,__os_log: %s: Unexpected reset
  [0x3b4fc4] __TEXT,__os_log: %s: SPI error detected. Ignore mask = 0x%X
  [0x3b4fef] __TEXT,__os_log: %s: AppleBiometricSensorEventSource::%s: es=%p
  [0x3b501e] __TEXT,__os_log: %s: AppleBiometricSensorEventSource::%s: result=%x
  [0x3b5051] __TEXT,__os_log: %s: entry: %p, %p
  [0x3b515a] __TEXT,__os_log: %s: CRC check failed on subarray %zu. Calculated 0x%X - Expected 0x%X
  [0x3b5219] __TEXT,__os_log: %s: CRC check failed on Sensor Data Message. Calculated 0x%X - Expected 0x%X
  [0x3b5266] __TEXT,__os_log: %s: CRC check: unexpected length (%d bytes) for Sensor Data Message
  [0x3b5521] __TEXT,__os_log: %s: entry: _cmd=0x%x
  [0x3b5536] __TEXT,__os_log: %s: Put Sensor in Menu pin capture mode
  [0x3b555e] __TEXT,__os_log: %s: kCMDMenuPinCapture failed. Not in kSensorIdle or patch not loaded. _currentState=%x
  [0x3b55b6] __TEXT,__os_log: %s: GoToProductionModeWithParameters invalid command size
  [0x3b55f0] __TEXT,__os_log: %s: Go To Production Mode with Parameters
  [0x3b561a] __TEXT,__os_log: %s: Read HeartBeat history
  [0x3b5635] __TEXT,__os_log: %s: Get Sensor Nonce
  [0x3b565d] __TEXT,__os_log: %s: entry: lastCmd=0x%x, dataBuffer=%p, dataLength=%zu
  [0x3b5694] __TEXT,__os_log: %s: Encrypted command 0x%x was successful
  [0x3b56be] __TEXT,__os_log: %s: Encrypted command 0x%x failed with err=0x%x
  [0x3b5718] __TEXT,__os_log: %s: Encrypted command 0x%x failed
  [0x3b57b9] __TEXT,__os_log: %s: kCMDEncryptedGetModuleSerialNum: data buffer is null
  [0x3b57f2] __TEXT,__os_log: %s: kCMDEncryptedGetModuleSerialNum: data buffer has unexpected length = %zu
  [0x3b583f] __TEXT,__os_log: %s: Read HeartBeat history response
  [0x3b5863] __TEXT,__os_log: %s: Get Sensor Nonce response
  [0x3b5881] __TEXT,__os_log: %s: kCMDGetSensorNonce received an error response..
  [0x3b58b5] __TEXT,__os_log: %s: kCMDGetSensorNonce SecurityAssurance: 0x%x
  [0x3b58e4] __TEXT,__os_log: %s: kCMDGetSensorNonce: valid
  [0x3b5902] __TEXT,__os_log: %s: kCMDGetSensorNonce Error SecurityAssurance: 0x%x
  [0x3b5937] __TEXT,__os_log: %s: kCMDGetSensorNonce CRC check failed
  [0x3b595f] __TEXT,__os_log: %s: kCMDGetSensorNonce unexpected length..
  [0x3b598a] __TEXT,__os_log: %s: Reprovision SEP Key response
  [0x3b59ab] __TEXT,__os_log: %s: Reprovision SEP Key ResponseCode: 0x%x
  [0x3b59d6] __TEXT,__os_log: %s: kCMDReprovisionSEPKey: received unexpected response, length of data = %zu  [0x3b5abb] __TEXT,__os_log: %s: SSHB test in progress, skipping sensor disable.
  [0x3b5de5] __TEXT,__os_log: %s: entry, SubCommand: 0x%x
  [0x3b5e3e] __TEXT,__os_log: %s: Unrecognized subcommand 0x%x
  [0x3b61c6] __TEXT,__const: @@power-off-3v0-1v8-delay
  [0x3b61e0] __TEXT,__const: power-off-delay
  [0x3b61f0] __TEXT,__const: power-on-1v8-3v0-delay
  [0x3b6207] __TEXT,__const: power-on-delay
  [0x3b6216] __TEXT,__const: AppleSPUMesaDriver
  [0x3b625f] __TEXT,__const: Power State
  [0x3b6270] __TEXT,__const: Mesa Power State
  [0x3b6281] __TEXT,__const: Total Resets
  [0x3b628e] __TEXT,__const: ESD Resets
  [0x3b6299] __TEXT,__const: Total Interrupts
  [0x3b62aa] __TEXT,__const: Spurious Interrupts
  [0x3b62be] __TEXT,__const: Total SPI Errors
  [0x3b62cf] __TEXT,__const: Captured Images
  [0x3b62df] __TEXT,__const: Mesa Events
  [0x3b6379] __TEXT,__const: GNIGAMITED-GNIFTED-GNIF
  [0x3b6398] __TEXT,__const: TED-GNIFTED-GNIF
  [0x49f4000] __DATA,__data: com.apple.driver.AppleBiometricSensor

########################################################################
IMAGE 034: com.apple.driver.AppleBiometricServices
########################################################################
FILESET_INDEX: 34
FILE_OFFSET: 0x3b6470
VMADDR: 0xfffffe00073ba470
UUID: 888EEA27-B62F-345B-8A6D-06838B8BCE47
CFBundleName: AppleBiometricServices
CFBundleExecutable: AppleBiometricServices
CFBundleVersion: 1
CFBundleShortVersionString: 1.0
OSBundleUUID: {'__bytes_hex__': '888eea27b62f345b8a6d06838b8bce47'}
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A417
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleBiometricServices.kext
_PrelinkExecutableSize: 4008
OSBundleLibraries: {"com.apple.driver.AppleARMPlatform": "1.0.0", "com.apple.driver.AppleMesaSEPDriver": "1.0.0", "com.apple.iokit.IOBiometricFamily": "1.0.0", "com.apple.kpi.bsd": "8.0", "com.apple.kpi.iokit": "8.0", "com.apple.kpi.libkern": "8.0", "com.apple.kpi.mach": "8.0", "com.apple.kpi.unsupported": "8.0"}

SECTIONS:
  __TEXT,__cstring addr=0xfffffe00073baa98 size=0x41f fileoff=0x3b6a98 flags=0x2
  __TEXT,__os_log addr=0xfffffe00073baeb7 size=0x561 fileoff=0x3b6eb7 flags=0x0
  __TEXT_EXEC,__text addr=0xfffffe00089e0100 size=0xeb0 fileoff=0x19dc100 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe00089e0fb0 size=0x100 fileoff=0x19dcfb0 flags=0x80000408
  __DATA,__data addr=0xfffffe000b9f8340 size=0xc4 fileoff=0x49f4340 flags=0x0
  __DATA,__common addr=0xfffffe000b9f8408 size=0x80 fileoff=0x0 flags=0x1
  __DATA_CONST,__mod_init_func addr=0xfffffe0007fb0d50 size=0x10 fileoff=0xfacd50 flags=0x9
  __DATA_CONST,__mod_term_func addr=0xfffffe0007fb0d60 size=0x10 fileoff=0xfacd60 flags=0xa
  __DATA_CONST,__const addr=0xfffffe0007fb0d70 size=0xc70 fileoff=0xfacd70 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe0007fb19e0 size=0x80 fileoff=0xfad9e0 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe0007fb1a60 size=0x80 fileoff=0xfada60 flags=0x6
  __DATA_CONST,__got addr=0xfffffe0007fb1ae0 size=0x30 fileoff=0xfadae0 flags=0x6

READABLE_STRINGS:
  [0x3b6a98] __TEXT,__cstring: AppleBiometricServices
  [0x3b6aaf] __TEXT,__cstring: site.AppleBiometricServices
  [0x3b6acb] __TEXT,__cstring: 121111121222121211
  [0x3b6ade] __TEXT,__cstring: com.apple.BiometricKit
  [0x3b6af5] __TEXT,__cstring: start
  [0x3b6afb] __TEXT,__cstring: ERROR: AppleBiometricServices::%s: AssertMacros: %s (value = 0x%lx), %s file: %s, line: %d
  [0x3b6b59] __TEXT,__cstring: result
  [0x3b6b61] __TEXT,__cstring: /Library/Caches/com.apple.xbs/A6C171C3-A470-4863-86D1-3336AAF4A5FA/TemporaryDirectory.SqREtA/Sources/Mesa/AppleBiometricServices/AppleBiometricServices/AppleBiometricServices.cpp
  [0x3b6c14] __TEXT,__cstring: _provider
  [0x3b6c1e] __TEXT,__cstring: message
  [0x3b6c26] __TEXT,__cstring: type == (UInt32)(((signed)((((unsigned)(0x38))&0x3f)<<26))|(((-2)&0xfff)<<14)|0)
  [0x3b6c7c] __TEXT,__cstring: performCommand
  [0x3b6c8b] __TEXT,__cstring: AppleBiometricServicesUserClient
  [0x3b6cac] __TEXT,__cstring: site.AppleBiometricServicesUserClient
  [0x3b6cd2] __TEXT,__cstring: 12111112122212121111111111111
  [0x3b6cf0] __TEXT,__cstring: AppleBiometricServices-UserClient
  [0x3b6d12] __TEXT,__cstring: initWithTask
  [0x3b6d1f] __TEXT,__cstring: clientClose
  [0x3b6d2b] __TEXT,__cstring: ERROR: AppleBiometricServicesUserClient::%s: terminate() failed.
  [0x3b6d6e] __TEXT,__cstring: externalMethod
  [0x3b6d7d] __TEXT,__cstring: extPerform
  [0x3b6d88] __TEXT,__cstring: ERROR: AppleBiometricServicesUserClient::%s: AssertMacros: %s (value = 0x%lx), %s file: %s, line: %d
  [0x3b6df0] __TEXT,__cstring: err == 0
  [0x3b6dfa] __TEXT,__cstring: /Library/Caches/com.apple.xbs/A6C171C3-A470-4863-86D1-3336AAF4A5FA/TemporaryDirectory.SqREtA/Sources/Mesa/AppleBiometricServices/AppleBiometricServices/AppleBiometricServicesUserClient.cpp
  [0x3b6eb7] __TEXT,__os_log: Couldn't create OS Log for 'com.apple.BiometricKit.AppleBiometricServices'!
  [0x3b6f04] __TEXT,__os_log: AppleBiometricServices::%s <- provider:%p
  [0x3b6f2f] __TEXT,__os_log: AppleBiometricServices::%s -> result:%d
  [0x3b6f58] __TEXT,__os_log: AppleBiometricServices::%s <- provider:%p --> void
  [0x3b6f8c] __TEXT,__os_log: AppleBiometricServices::%s <- inData:%p, outData:%p, outSize:%p --> _provider->performCommand
  [0x3b6feb] __TEXT,__os_log: Couldn't create OS Log for 'com.apple.BiometricKit.AppleBiometricServices-UserClient'!
  [0x3b7043] __TEXT,__os_log: AppleBiometricServicesUserClient::%s <- owningTask:%p, securityToken:%p, type:%u, properties:%p
  [0x3b70a4] __TEXT,__os_log: AppleBiometricServicesUserClient::%s -> success:%d
  [0x3b710c] __TEXT,__os_log: AppleBiometricServicesUserClient::%s <-
  [0x3b7136] __TEXT,__os_log: AppleBiometricServicesUserClient::%s -> kIOReturnSuccess
  [0x3b7170] __TEXT,__os_log: AppleBiometricServicesUserClient::%s <- provider:%p
  [0x3b720d] __TEXT,__os_log: AppleBiometricServicesUserClient::%s <- provider:%p --> super::stop
  [0x3b7252] __TEXT,__os_log: AppleBiometricServicesUserClient::%s <- selector:%u, arguments:%p, dispatch:%p, target:%p, reference:%p
  [0x3b72bb] __TEXT,__os_log: AppleBiometricServicesUserClient::%s -> err:0x%x
  [0x3b731f] __TEXT,__os_log: AppleBiometricServicesUserClient::%s <- inObj:%p, inRef:%p, inArg:%p
  [0x3b7365] __TEXT,__os_log: AppleBiometricServicesUserClient::%s: in md = %p out md = %p  out md size %d
  [0x49f4350] __DATA,__data: com.apple.driver.AppleBiometricServices

########################################################################
IMAGE 035: com.apple.driver.AppleCSEmbeddedAudio
########################################################################
FILESET_INDEX: 35
FILE_OFFSET: 0x3b7420
VMADDR: 0xfffffe00073bb420
UUID: 065A9CC2-8872-3CBA-8839-370B35FAB29B
CFBundleName: AppleCSEmbeddedAudio
CFBundleExecutable: AppleCSEmbeddedAudio
CFBundleVersion: 1000.45
CFBundleShortVersionString: 1000.45
OSBundleUUID: {'__bytes_hex__': '065a9cc288723cba8839370b35fab29b'}
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A429
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleCSEmbeddedAudio.kext
_PrelinkExecutableSize: 3728
OSBundleLibraries: {"com.apple.driver.AppleARMPlatform": "1.0", "com.apple.driver.AppleEmbeddedAudio": "1.1", "com.apple.driver.AppleIISController": "1.0.0", "com.apple.iokit.AppleARMIISAudio": "1.0", "com.apple.iokit.IOAudio2Family": "1.0", "com.apple.iokit.IOHIDFamily": "1.5", "com.apple.kpi.bsd": "8.0", "com.apple.kpi.iokit": "8.0", "com.apple.kpi.libkern": "8.0", "com.apple.kpi.mach": "8.0"}

SECTIONS:
  __TEXT,__cstring addr=0xfffffe00073bbae8 size=0x59d fileoff=0x3b7ae8 flags=0x2
  __TEXT,__os_log addr=0xfffffe00073bc085 size=0x1ea fileoff=0x3b8085 flags=0x0
  __TEXT,__const addr=0xfffffe00073bc270 size=0x40 fileoff=0x3b8270 flags=0x0
  __TEXT_EXEC,__text addr=0xfffffe00089e10b0 size=0x9e5c fileoff=0x19dd0b0 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe00089eaf0c size=0x260 fileoff=0x19e6f0c flags=0x80000408
  __DATA,__data addr=0xfffffe000b9f8488 size=0x188 fileoff=0x49f4488 flags=0x0
  __DATA,__common addr=0xfffffe000b9f8610 size=0x198 fileoff=0x0 flags=0x1
  __DATA,__bss addr=0xfffffe000b9f87a8 size=0x58 fileoff=0x0 flags=0x1
  __DATA_CONST,__mod_init_func addr=0xfffffe0007fb1b10 size=0x28 fileoff=0xfadb10 flags=0x9
  __DATA_CONST,__mod_term_func addr=0xfffffe0007fb1b38 size=0x28 fileoff=0xfadb38 flags=0xa
  __DATA_CONST,__const addr=0xfffffe0007fb1b60 size=0x3a98 fileoff=0xfadb60 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe0007fb55f8 size=0x1c0 fileoff=0xfb15f8 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe0007fb57b8 size=0x130 fileoff=0xfb17b8 flags=0x6
  __DATA_CONST,__got addr=0xfffffe0007fb58e8 size=0xa0 fileoff=0xfb18e8 flags=0x6

READABLE_STRINGS:
  [0x3b7ae8] __TEXT,__cstring: AppleEmbeddedAudioButtons
  [0x3b7b02] __TEXT,__cstring: site.AppleEmbeddedAudioButtons
  [0x3b7b21] __TEXT,__cstring: 1211111212221212112111222111212
  [0x3b7b41] __TEXT,__cstring: HIDDefaultBehavior
  [0x3b7b54] __TEXT,__cstring: AppleVendorSupported
  [0x3b7b69] __TEXT,__cstring: Built-In
  [0x3b7b72] __TEXT,__cstring: Button handleReportWithTime:%x
  [0x3b7b92] __TEXT,__cstring: Audio
  [0x3b7b98] __TEXT,__cstring: Apple
  [0x3b7b9e] __TEXT,__cstring: Headset
  [0x3b7ba6] __TEXT,__cstring: DetectHistory
  [0x3b7bb4] __TEXT,__cstring: CompleteFinal
  [0x3b7bc2] __TEXT,__cstring: CompleteCanChange
  [0x3b7bd4] __TEXT,__cstring: NoneWillNotify
  [0x3b7be3] __TEXT,__cstring: NoneNoNotify
  [0x3b7bf0] __TEXT,__cstring: AppleEmbeddedButtonController
  [0x3b7c0e] __TEXT,__cstring: site.AppleEmbeddedButtonController
  [0x3b7c31] __TEXT,__cstring: 121111121222121211211122211121211221121
  [0x3b7c59] __TEXT,__cstring: hp-detect-invert
  [0x3b7c6a] __TEXT,__cstring: microphone
  [0x3b7c75] __TEXT,__cstring: MikeyButton is not attached
  [0x3b7c92] __TEXT,__cstring: headset info
  [0x3b7c9f] __TEXT,__cstring: AppleMikeyReceiver
  [0x3b7cb2] __TEXT,__cstring: site.AppleMikeyReceiver
  [0x3b7cca] __TEXT,__cstring: 121111121222121211211122211121211221121111121222
  [0x3b7cfb] __TEXT,__cstring: Detached
  [0x3b7d04] __TEXT,__cstring: Mikey
  [0x3b7d0a] __TEXT,__cstring: HeadphonesOnly
  [0x3b7d19] __TEXT,__cstring: HeadphonesWaiting
  [0x3b7d2b] __TEXT,__cstring: SingleButton
  [0x3b7d38] __TEXT,__cstring: MicOpen
  [0x3b7d40] __TEXT,__cstring: WaitingForMic
  [0x3b7d4e] __TEXT,__cstring: function-diff_mic_sel
  [0x3b7d64] __TEXT,__cstring: function-headset_switch
  [0x3b7d7c] __TEXT,__cstring: hp-switch-ramp
  [0x3b7d8b] __TEXT,__cstring: hp-switch-force-config
  [0x3b7da2] __TEXT,__cstring: startMicDetected device is not attached
  [0x3b7dcb] __TEXT,__cstring: button
  [0x3b7dd2] __TEXT,__cstring: _continueMicDetectGated device is not attached
  [0x3b7e02] __TEXT,__cstring: _disableMicDetectGated device is not attached
  [0x3b7e31] __TEXT,__cstring: transmitter tone id
  [0x3b7e45] __TEXT,__cstring: sound isolating
  [0x3b7e55] __TEXT,__cstring: third party
  [0x3b7e61] __TEXT,__cstring: earpiece design
  [0x3b7e71] __TEXT,__cstring: mic design
  [0x3b7e7c] __TEXT,__cstring: multiple buttons
  [0x3b7e8d] __TEXT,__cstring: mic connector reversed
  [0x3b7ead] __TEXT,__cstring: reverse-bias
  [0x3b7eba] __TEXT,__cstring: short
  [0x3b7ec0] __TEXT,__cstring: AppleCSCodecMikey
  [0x3b7ed2] __TEXT,__cstring: site.AppleCSCodecMikey
  [0x3b7ee9] __TEXT,__cstring: 12111112122212121121112221112121122112111112122222
  [0x3b7f1c] __TEXT,__cstring: hp-pop-workaround
  [0x3b7f2e] __TEXT,__cstring: headphone-pop-workaround
  [0x3b7f47] __TEXT,__cstring: HPDetectInvert
  [0x3b7f56] __TEXT,__cstring: AppleCSDS911CodecMikey
  [0x3b7f6d] __TEXT,__cstring: site.AppleCSDS911CodecMikey
  [0x3b7f89] __TEXT,__cstring: AppleCSHTDCodecMikey
  [0x3b7f9e] __TEXT,__cstring: site.AppleCSHTDCodecMikey
  [0x3b7fb8] __TEXT,__cstring: 121111121222121211211122211121211221121111121222222112
  [0x3b7fef] __TEXT,__cstring: function-ext_sw1
  [0x3b8000] __TEXT,__cstring: function-ext_sw2
  [0x3b8011] __TEXT,__cstring: hs-switch-workaround
  [0x3b8026] __TEXT,__cstring: timeout
  [0x3b802e] __TEXT,__cstring: AppleEmbeddedAudioHeadsetSwitch
  [0x3b804e] __TEXT,__cstring: site.AppleEmbeddedAudioHeadsetSwitch
  [0x3b8073] __TEXT,__cstring: 12111112122212121
  [0x3b8085] __TEXT,__os_log: Button terminate release s0
  [0x3b80a1] __TEXT,__os_log: Button set state:%d
  [0x3b80b5] __TEXT,__os_log: Button S0 pressed:%d
  [0x3b80ca] __TEXT,__os_log: Button handleReportWithTime:%x
  [0x3b80e9] __TEXT,__os_log: MikeyButton is not attached
  [0x3b8105] __TEXT,__os_log: Headphones detected. Begin mic detection
  [0x3b812e] __TEXT,__os_log: Detect Complete:%d confidence:%s
  [0x3b814f] __TEXT,__os_log: startMicDetected device is not attached
  [0x3b8177] __TEXT,__os_log: _continueMicDetectGated device is not attached
  [0x3b81a6] __TEXT,__os_log: _disableMicDetectGated device is not attached
  [0x3b81d4] __TEXT,__os_log: Found mic:%d earpieceDesign:%d micDesign:%d
  [0x3b8200] __TEXT,__os_log: Button Volume Down pressed:%d
  [0x3b821e] __TEXT,__os_log: Button Volume Up pressed:%d
  [0x3b823a] __TEXT,__os_log: Power down mikey
  [0x3b824b] __TEXT,__os_log: Mikey headset type detect timeout!
  [0x49f4498] __DATA,__data: com.apple.driver.AppleCSEmbeddedAudio

########################################################################
IMAGE 036: com.apple.driver.AppleCallbackPowerSource
########################################################################
FILESET_INDEX: 36
FILE_OFFSET: 0x3b82b0
VMADDR: 0xfffffe00073bc2b0
UUID: F598F1D6-DEB8-3EA7-8D46-F33C548BF4C3
CFBundleName: AppleCallbackPowerSource
CFBundleExecutable: AppleCallbackPowerSource
CFBundleVersion: 1
CFBundleShortVersionString: 1.0
OSBundleUUID: {'__bytes_hex__': 'f598f1d6deb83ea78d46f33c548bf4c3'}
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A417
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleCallbackPowerSource.kext
_PrelinkExecutableSize: 6108
OSBundleLibraries: {"com.apple.kpi.bsd": "22.0.0", "com.apple.kpi.iokit": "22.0.0", "com.apple.kpi.libkern": "22.0.0", "com.apple.kpi.mach": "22.0.0", "com.apple.kpi.private": "22.0.0"}

SECTIONS:
  __TEXT,__cstring addr=0xfffffe00073bc928 size=0x10ee fileoff=0x3b8928 flags=0x2
  __TEXT,__os_log addr=0xfffffe00073bda16 size=0x76 fileoff=0x3b9a16 flags=0x0
  __TEXT_EXEC,__text addr=0xfffffe00089eb170 size=0x4b28 fileoff=0x19e7170 flags=0x80000400
